"external_id","status","amount","price","title"
"MLB3257210795","active","248","57.86","Correia do Alternador FIAT Strada UNO MOBI ARGO CRONOS"
"MLB3257222535","paused","0","129.88","Filtro de Óleo FIAT Ducato"
"MLB3257235457","active","29","26","Filtro de Combustível FIAT Siena"
"MLB3257197965","published","0","365.77","Spoiler do Parachoque Dianteiro FIAT Palio"
"MLB3257235429","active","22","91.56","Mangueira do Filtro de Ar FIAT Toro"
"MLB3257271399","active","39","90.75","Friso do Farol Dianteiro Lado Esquerdo FIAT Doblo"
"MLB3257271411","active","65","24.63","Tampa Capa da Correia FIAT Siena"
"MLB3257222521","active","8","45.6","Bucha do Gargalo do Tanque de Combustível FIAT Palio Siena"
"MLB3257197893","active","6","77.7","Reservatório de Água do Radiador FIAT Uno UNO Palio Grand"
"MLB3257197897","active","26","312.33","Alma do Parachoque Dianteiro FIAT Toro"
"MLB3257283839","active","15","393.56","Pastilha de Freio Dianteiro FIAT Fiorino Palio Punto UNO"
"MLB3257197891","active","38","26.61","Moldura Interna do Retrovisor Lado Esquerdo FIAT Doblo"
"MLB3257197881","active","17","60.2","Lâmpada do Farol Dianteiro FIAT Strada UNO Toro"
"MLB3257222449","active","2","730.87","Alargador Moldura do Paralama Traseiro Lado Esquerdo"
"MLB3257248815","published","0","3551.17","Cabeçote do Motor FIAT Fiorino Uno Strada UNO Palio Punto"
"MLB3257235431","active","14","19.89","Mola da Pastilha de Freio Dianteiro FIAT Doblo Elba Fiorino"
"MLB3257222397","active","7","239.67","Suporte Base da Antena do Teto Fiat"
"MLB3257283807","active","84","65.9","Fechadura da Tampa do Porta Malas FIAT Marea Strada"
"MLB3257296651","active","76","71.16","Cabo da Fechadura da Tampa do Porta Malas FIAT Strada"
"MLB3257210725","paused","0","9.9","Pino do Banco Dianteiro FIAT Fiorino Palio Strada Uno Doblo"
"MLB3257296623","active","5","15.76","Grampo FIAT Fiorino Toro MOBI"
"MLB3257248787","active","44","47.18","Pastilha de Freio Dianteiro FIAT Palio"
"MLB3257235359","paused","0","269.9","Moldura Ponteira do Parachoque Traseiro Lado Esquerdo"
"MLB3257185621","active","34","94.21","Moldura do Tapete do Porta Malas FIAT Doblo"
"MLB3257235369","active","76","39.61","Esguicho do Limpador de Parabrisa FIAT Brava Doblo Fiorino"
"MLB3257296625","paused","0","182.79","Válvula Termostática FIAT Strada"
"MLB3257296613","paused","0","15.2","Retentor de Válvulas FIAT Strada UNO MOBI ARGO CRONOS"
"MLB3257210671","active","18","34.66","Gancho da Caçamba FIAT Fiorino Strada"
"MLB3257296603","active","36","149.33","Grade Inferior do Parachoque FIAT Strada"
"MLB3257283801","active","148","65.9","Fechadura da Tampa do Porta Malas FIAT Marea Strada"
"MLB3257222361","active","53","95.98","Junta do Cabeçote FIAT Fiorino Siena Strada UNO Palio MOBI"
"MLB3257222321","active","5","241.72","Alargador Moldura do Paralama Dianteiro Lado Esquerdo"
"MLB3257260739","active","18","178.83","Fechadura da Porta Dianteira Lado Esquerdo FIAT Palio Siena"
"MLB3257235305","active","84","8202.06","Cabeçote do Motor FIAT Idea Palio Siena Strada Punto Doblo"
"MLB3257210669","active","4","1002.43","Moldura Ponteira do Parachoque Traseiro Lado Direito"
"MLB3257222333","active","15","1902.31","Condensador do Ar Condicionado FIAT Strada UNO"
"MLB3257222287","active","13","32.32","Anel de Vedação FIAT Stilo Punto Strada Palio Grand"
"MLB3257197775","active","22","44.83","Friso Superior da Cabine Lado Esquerdo FIAT Strada"
"MLB3257260723","active","44","175.34","Suporte da Placa Traseira FIAT Strada"
"MLB3257271263","active","11","188.88","Tampa Dianteira do Rack Lado Esquerdo FIAT Idea"
"MLB3257271285","paused","0","192.54","Reservatório de Água do Radiador FIAT Strada"
"MLB3257271267","active","130","241.21","Gargalo do Tanque de Combustível FIAT Fiorino Strada"
"MLB3257271251","published","0","198.41","Lanterna Luz de Ré Lado Direito FIAT Toro Últimas Unidades"
"MLB3257283743","active","27","325.92","Rolamento do Semi Eixo Lado Direito FIAT Fiorino Palio Uno"
"MLB3257271213","active","22","273.74","Refletor Olho de Gato do Parachoque Traseiro Lado Direito"
"MLB3257185531","active","23","151.92","Pastilha de Freio Fiat"
"MLB3257222283","active","11","166.97","Reservatório de Água do Radiador FIAT Idea Palio Siena"
"MLB3257283709","active","5","326.21","Alargador Moldura do Paralama Dianteiro Lado Direito"
"MLB3257296573","published","0","1336.34","Farol Dianteiro Lado Esquerdo FIAT Strada Últimas Unidades"
"MLB3257248727","active","37","1714.83","Coxim do Motor FIAT Toro"
"MLB3257271245","active","23","1336.34","Farol Dianteiro Lado Direito FIAT Strada"
"MLB3257271225","active","15","89.2","Forro da Porta Traseira Lado Esquerdo FIAT Fiorino"
"MLB3257222255","active","294","64.81","Anel Sincronizador da Marcha 1 e 2 FIAT Brava Fiorino Idea"
"MLB3257296535","active","1","251.57","Reservatório de Água do Radiador FIAT ARGO CRONOS"
"MLB3257185515","paused","0","244.75","Interruptor da Luz de Freio FIAT Palio Punto LINEA UNO Toro"
"MLB3257222223","active","8","83.37","Mangueira Superior do Radiador FIAT Fiorino Palio Uno UNO"
"MLB3257296521","paused","0","92.54","Parafuso do Cabeçote FIAT Brava Doblo Marea Palio Siena"
"MLB3257271205","active","18","560.68","Radiador de Água FIAT Fiorino Palio Uno UNO Grand MOBI"
"MLB3257235193","active","5","696.44","Alargador Moldura do Paralama Dianteiro Lado Esquerdo"
"MLB3257248675","active","38","214.55","Coxim do Motor Lado Direito FIAT Fiorino Palio Uno Strada"
"MLB3257283689","active","23","1651.52","Bomba de Óleo FIAT Idea Palio Siena Strada Doblo Punto"
"MLB3257185471","active","21","17.18","Presilha FIAT Toro ARGO CRONOS"
"MLB3257260629","active","7","88.37","Vela de Ignição FIAT Fiorino Strada UNO Palio 500 Grand"
"MLB3257222207","paused","0","320.59","Grade Difusor Saída de Ar FIAT Palio Strada Siena"
"MLB3257283665","active","42","25.9","Presilha do Pedal da Embreagem FIAT Doblo Stilo"
"MLB3257210587","active","10","62.31","Guia Suporte do Parachoque Dianteiro Lado Direito FIAT Toro"
"MLB3257271165","active","24","94.16","Moldura Traseira do Estribo Lado Esquerdo FIAT Doblo"
"MLB3257185517","active","27","88.25","Cantoneira Acabamento da Caçamba Lado Esquerdo FIAT Strada"
"MLB3257260635","active","33","526.44","Grade do Parachoque Dianteiro FIAT Strada"
"MLB3257185417","published","0","16.9","Bucha da Suspensão Dianteira FIAT Elba Fiorino Premio Uno"
"MLB3257210539","active","192","18.5","Tubo do Respiro de Combustível FIAT Strada"
"MLB3257235159","paused","0","77.53","Emblema da Grade Dianteira do Radiador FIAT Strada Toro"
"MLB3257248627","active","1","54.76","Tampa Capa da Correia Dentada FIAT Fiorino 500 Strada UNO"
"MLB3257185441","active","17","242.25","Moldura da Soleira da Porta Traseira FIAT Fiorino"
"MLB3257235125","active","19","351.17","Coxim Inferior do Câmbio FIAT Bravo"
"MLB3257260613","active","47","329.7","Moldura do Parachoque Traseiro FIAT Strada"
"MLB3257296491","paused","0","100.25","Refletor Olho de Gato Parachoque Traseiro Lado Esquerdo"
"MLB3257271125","active","6","1097.48","Radiador de Água FIAT Strada"
"MLB3257210571","active","24","128.81","Reservatório de Água do Radiador FIAT Idea Strada"
"MLB3257248573","active","22","10.77","Grampo da Vareta do Capô FIAT Brava Doblo Toro MOBI"
"MLB3257197659","active","17","73.69","Emblema da Grade Dianteira FIAT Punto"
"MLB3257283603","paused","0","197.02","Alargador Moldura do Paralama Traseiro Lado Direito"
"MLB3257222137","paused","0","220.68","Calota Aro 15 FIAT ARGO CRONOS Últimas Unidades"
"MLB3257235085","paused","0","20.04","Haste da Fechadura da Porta FIAT Elba Fiorino Premio Uno"
"MLB3257271137","active","9","17.72","Pino da Fechadura do Capô FIAT Toro"
"MLB3257185389","active","14","283.3","Farol Auxiliar de Neblina FIAT Toro"
"MLB3257260553","active","4","228.07","Quadro Defletor do Radiador FIAT ARGO"
"MLB3257296437","active","27","182.47","Pinhão do Velocímetro FIAT Idea Palio Siena Stilo Strada"
"MLB3257235049","active","20","177.36","Friso Inferior da Grade Dianteira do Radiador FIAT Toro"
"MLB3257248549","active","9","20.4","Base da Maçaneta da Porta Lado Esquerdo FIAT Palio Strada"
"MLB3257271065","active","26","21.92","Abraçadeira FIAT Brava Coupe Doblo Ducato Elba Fiorino Uno"
"MLB3257197643","active","10","393.97","Borracha de Vedação da Porta Traseira Lado Direito"
"MLB3257185363","active","19","597.3","Biela do Motor FIAT UNO"
"MLB3257296421","paused","0","736.04","Bico Sensor de Pressão do Pneu FIAT Toro Últimas Unidades"
"MLB3257271081","active","1","457.36","Coxim do Amortecedor Lado Direito FIAT Doblo Idea Palio"
"MLB3257296447","active","1","1752.52","Trocador de Calor FIAT Ducato Últimas Unidades"
"MLB3257222063","active","48","69.47","Tampa Dianteira do Rack Lado Direito FIAT Idea"
"MLB3257197629","active","17","109.9","Lanterna Luz de Placa FIAT Strada"
"MLB3257185369","active","1","32.01","Deslize do Banco FIAT Elba Fiorino Palio Premio Siena Uno"
"MLB3257222103","active","3","496.4","Bucha Grande da Bandeja Traseira FIAT Ducato"
"MLB3257296397","active","1","1815.85","Atuador de Embreagem FIAT Ducato Últimas Unidades"
"MLB3257296419","paused","0","1476.9","Bico Injetor de Combustível FIAT Ducato Últimas Unidades"
"MLB3257197587","active","11","44.31","Filtro de Ar FIAT Idea Palio Siena Strada"
"MLB3257260479","active","27","203.5","Batente da Tampa Traseira FIAT Strada"
"MLB3257235017","active","19","11.58","Rebite FIAT Ducato Fiorino Strada"
"MLB3257185337","active","19","117.83","Defletor de Ar do Radiador FIAT Strada"
"MLB3257283469","active","36","21.78","Emblema Adesivo da Porta Traseira FIAT Punto"
"MLB3257210439","active","23","333.17","Alargador Moldura do Paralama Traseiro Lado Direito"
"MLB3257185307","active","18","33.14","Moldura Interna do Retrovisor Lado Esquerdo FIAT Palio"
"MLB3257234965","active","6","74.38","Filtro de Ar FIAT Palio Siena Strada Doblo Idea Punto LINEA"
"MLB3257270995","active","5","99.78","Moldura da Cantoneira Lado Esquerdo FIAT Strada"
"MLB3257235005","active","5","167.41","Moldura da Grade Dianteira do Radiador FIAT Strada"
"MLB3257185309","active","8","85.65","Limitador da Porta Dianteira FIAT Palio Grand"
"MLB3257270983","paused","0","184.89","Suporte do Coxim do Câmbio FIAT Uno"
"MLB3257185313","active","17","68.45","Emblema Adesivo da Tampa Traseira FIAT Toro"
"MLB3257260465","active","8","252.44","Alargador Moldura do Paralama Dianteiro Lado Esquerdo"
"MLB3257234979","active","9","125.29","Grade Inferior do Parachoque Dianteiro FIAT Palio"
"MLB3257197597","active","3","269.9","Tampa do Motor FIAT Palio Siena Strada"
"MLB3257260485","active","34","716.9","Farol Dianteiro Lado Direito FIAT Palio Siena Strada"
"MLB3257235023","active","13","141.17","Junta do Cabeçote FIAT Strada Doblo Punto Palio LINEA Idea"
"MLB3257260423","active","10","13.25","Etiqueta Adesiva do Painel Frontal FIAT Brava Doblo Fiorino"
"MLB3257221993","active","2","28.42","Tampa do Reservatório do Limpador de Parabrisa FIAT Palio"
"MLB3257234953","active","15","21.43","Grampo FIAT Brava Doblo Ducato Elba Fiorino Idea Marea Uno"
"MLB3257270965","published","0","87.98","Sensor do Freio ABS Dianteiro FIAT Fiorino UNO Grand MOBI"
"MLB3257296321","paused","0","1203.04","Parachoque Traseiro FIAT Toro"
"MLB3257260455","paused","0","1002.43","Moldura Ponteira do Parachoque Traseiro Lado Esquerdo"
"MLB3257270969","active","11","483.92","Lanterna Traseira Lado Esquerdo FIAT Strada"
"MLB3257260441","active","11","948.06","Ventoinha Eletroventilador FIAT Uno UNO"
"MLB3257260373","active","5","27.26","Suporte do Farol Dianteiro Lado Direito FIAT Palio"
"MLB3257260383","active","11","20.18","Bucha FIAT Doblo Marea Siena Strada"
"MLB3257197471","active","8","63.06","Suporte do Radiador FIAT Strada"
"MLB3257185233","active","13","115.76","Correia Dentada FIAT Strada UNO Grand MOBI"
"MLB3257248391","active","19","55.24","Limitador da Porta Traseira Lado Direito FIAT Idea Palio"
"MLB3257296281","paused","0","156.9","Emblema Adesivo da Porta Traseira Lado Esquerdo FIAT Strada"
"MLB3257270923","active","10","23.03","Base da Maçaneta da Porta Dianteira Lado Esquerdo"
"MLB3257221991","active","6","294.92","Mangeira do Radiador FIAT Palio Grand"
"MLB3257221981","active","10","178.95","Coxim do Câmbio FIAT Palio Uno UNO Fiorino"
"MLB3257270935","paused","0","471.74","Canaleta do Vidro da Porta Dianteira Lado Esquerdo"
"MLB3257234929","active","1","542.93","Grade Dianteira do Radiador FIAT ARGO Últimas Unidades"
"MLB3257210329","active","4","685.22","Lanterna Traseira Lado Esquerdo FIAT Siena"
"MLB3257270955","active","5","793.26","Alargador Moldura do Paralama Traseiro Lado Esquerdo"
"MLB3257185273","active","1","1339.89","Lanterna Traseira Lado Esquerdo FIAT Strada"
"MLB3257197393","active","2","26.49","Guia Suporte do Parachoque Dianteiro Lado Esquerdo Mopar"
"MLB3257270847","paused","0","9.66","Porca FIAT Brava Doblo Ducato Elba Fiorino Idea Marea Palio"
"MLB3257283347","active","22","27.9","Pino do Cabeçote FIAT Siena Strada UNO Grand"
"MLB3257260327","paused","0","32.43","Emblema Adesivo da Tampa Traseira FIAT Strada"
"MLB3257260317","active","62","94.9","Filtro de Óleo Mopar"
"MLB3257296237","active","5","77.25","Emblema Adesivo da Porta Dianteira Lado Direito FIAT Toro"
"MLB3257197413","active","6","87.54","Moldura Ponteira do Parachoque Traseiro Lado Esquerdo"
"MLB3257283373","active","7","97.57","Faixa Adesiva da Porta Traseira Lado Esquerdo FIAT Strada"
"MLB3257248347","active","69","93.07","Tampa do Reservatório de Água do Radiador FIAT Fiorino"
"MLB3257260331","active","8","142.87","Capa do Retrovisor Lado Esquerdo FIAT ARGO CRONOS"
"MLB3257234867","active","15","314.12","Friso da Grade Dianteira do Radiador FIAT Toro"
"MLB3257221919","active","2","275.13","Polia Tensor da Correia Dentada FIAT Fiorino Idea Palio Uno"
"MLB3257296239","paused","0","418.01","Alargador Moldura do Paralama Traseiro Lado Direito"
"MLB3257216921","paused","0","719.62","Tampa do Motor FIAT Punto"
"MLB3257234891","published","0","1106.58","Bomba de Água FIAT Ducato Últimas Unidades"
"MLB3257234873","paused","0","1478.27","Paralama Dianteiro Lado Esquerdo FIAT Strada"
"MLB3257296267","active","9","348.97","Forro da Tampa Traseira FIAT Strada"
"MLB3257283407","paused","0","1017.05","Bomba de Óleo FIAT Fiorino Strada UNO Grand MOBI"
